Country,Pollution_Label,Pollution_Index,Pollution_Qualifier
Algeria,Dirty and Untidy,"67.96
High",High
Algeria,Noise and Light Pollution,"45.79
Moderate",Moderate
Algeria,Water Pollution,"54.26
Moderate",Moderate
Algeria,Dissatisfaction with Spending Time in the City,"51.46
Moderate",Moderate
Algeria,Dissatisfaction with Green and Parks in the City,"69.50
High",High
American_Samoa,Air Pollution,"50.00
Moderate",Moderate
American_Samoa,Drinking Water Pollution and Inaccessibility,"62.50
High",High
American_Samoa,Dissatisfaction with Garbage Disposal,"75.00
High",High
American_Samoa,Dirty and Untidy,"75.00
High",High
American_Samoa,Noise and Light Pollution,"100.00
Very High",Very High
American_Samoa,Water Pollution,"100.00
Very High",Very High
American_Samoa,Dissatisfaction with Spending Time in the City,"75.00
High",High
American_Samoa,Dissatisfaction with Green and Parks in the City,"62.50
High",High
Andorra,Air Pollution,"26.67
Low",Low
Andorra,Drinking Water Pollution and Inaccessibility,"0.00
Very Low",Very Low
Andorra,Dissatisfaction with Garbage Disposal,"9.38
Very Low",Very Low
Andorra,Dirty and Untidy,"21.88
Low",Low
Andorra,Noise and Light Pollution,"25.00
Low",Low
Andorra,Water Pollution,"16.67
Very Low",Very Low
Andorra,Dissatisfaction with Spending Time in the City,"14.58
Very Low",Very Low
Andorra,Dissatisfaction with Green and Parks in the City,"27.78
Low",Low
Angola,Air Pollution,"78.12
High",High
Angola,Drinking Water Pollution and Inaccessibility,"76.47
High",High
Angola,Dissatisfaction with Garbage Disposal,"85.94
Very High",Very High
Angola,Dirty and Untidy,"87.50
Very High",Very High
Angola,Noise and Light Pollution,"63.89
High",High
Angola,Water Pollution,"80.88
Very High",Very High
Angola,Dissatisfaction with Spending Time in the City,"76.67
High",High
Angola,Dissatisfaction with Green and Parks in the City,"82.81
Very High",Very High
Anguilla,Air Pollution,?,
Anguilla,Drinking Water Pollution and Inaccessibility,?,
Anguilla,Dissatisfaction with Garbage Disposal,?,
Anguilla,Dirty and Untidy,?,
Anguilla,Noise and Light Pollution,?,
Anguilla,Water Pollution,?,
Anguilla,Dissatisfaction with Spending Time in the City,?,
Anguilla,Dissatisfaction with Green and Parks in the City,?,
Antigua_And_Barbuda,Air Pollution,"0.00
Very Low",Very Low
Antigua_And_Barbuda,Drinking Water Pollution and Inaccessibility,"62.50
High",High
Antigua_And_Barbuda,Dissatisfaction with Garbage Disposal,"75.00
High",High
Antigua_And_Barbuda,Dirty and Untidy,"50.00
Moderate",Moderate
Antigua_And_Barbuda,Noise and Light Pollution,"50.00
Moderate",Moderate
Antigua_And_Barbuda,Water Pollution,"100.00
Very High",Very High
Antigua_And_Barbuda,Dissatisfaction with Spending Time in the City,"25.00
Low",Low
Antigua_And_Barbuda,Dissatisfaction with Green and Parks in the City,"75.00
High",High
Argentina,Air Pollution,"42.30
Moderate",Moderate
Argentina,Drinking Water Pollution and Inaccessibility,"31.19
Low",Low
Argentina,Dissatisfaction with Garbage Disposal,"52.00
Moderate",Moderate
Argentina,Dirty and Untidy,"57.20
Moderate",Moderate
Argentina,Noise and Light Pollution,"53.37
Moderate",Moderate
Argentina,Water Pollution,"54.51
Moderate",Moderate
Argentina,Dissatisfaction with Spending Time in the City,"35.77
Low",Low
Argentina,Dissatisfaction with Green and Parks in the City,"35.12
Low",Low
Armenia,Air Pollution,"65.35
High",High
Armenia,Drinking Water Pollution and Inaccessibility,"21.39
Low",Low
Armenia,Dissatisfaction with Garbage Disposal,"62.89
High",High
Armenia,Dirty and Untidy,"57.55
Moderate",Moderate
Armenia,Noise and Light Pollution,"51.58
Moderate",Moderate
Armenia,Water Pollution,"32.42
Low",Low
Armenia,Dissatisfaction with Spending Time in the City,"46.94
Moderate",Moderate
Armenia,Dissatisfaction with Green and Parks in the City,"65.16
High",High
Aruba,Air Pollution,"18.75
Very Low",Very Low
Aruba,Drinking Water Pollution and Inaccessibility,"11.36
Very Low",Very Low
Aruba,Dissatisfaction with Garbage Disposal,"52.27
Moderate",Moderate
Aruba,Dirty and Untidy,"50.00
Moderate",Moderate
Aruba,Noise and Light Pollution,"40.00
Moderate",Moderate
Aruba,Water Pollution,"38.64
Low",Low
Aruba,Dissatisfaction with Spending Time in the City,"29.55
Low",Low
Aruba,Dissatisfaction with Green and Parks in the City,"59.09
Moderate",Moderate
Australia,Air Pollution,"20.35
Low",Low
Australia,Drinking Water Pollution and Inaccessibility,"15.87
Very Low",Very Low
Australia,Dissatisfaction with Garbage Disposal,"26.09
Low",Low
Australia,Dirty and Untidy,"30.39
Low",Low
Australia,Noise and Light Pollution,"36.25
Low",Low
Australia,Water Pollution,"30.41
Low",Low
Australia,Dissatisfaction with Spending Time in the City,"19.92
Very Low",Very Low
Australia,Dissatisfaction with Green and Parks in the City,"20.46
Low",Low
Austria,Air Pollution,"20.59
Low",Low
Austria,Drinking Water Pollution and Inaccessibility,"8.14
Very Low",Very Low
Austria,Dissatisfaction with Garbage Disposal,"14.71
Very Low",Very Low
Austria,Dirty and Untidy,"17.26
Very Low",Very Low
Austria,Noise and Light Pollution,"33.78
Low",Low
Austria,Water Pollution,"12.76
Very Low",Very Low
Austria,Dissatisfaction with Spending Time in the City,"15.02
Very Low",Very Low
Austria,Dissatisfaction with Green and Parks in the City,"21.77
Low",Low
Azerbaijan,Air Pollution,"67.38
High",High
Azerbaijan,Drinking Water Pollution and Inaccessibility,"59.18
Moderate",Moderate
Azerbaijan,Dissatisfaction with Garbage Disposal,"63.40
High",High
Azerbaijan,Dirty and Untidy,"56.64
Moderate",Moderate
Azerbaijan,Noise and Light Pollution,"51.77
Moderate",Moderate
Azerbaijan,Water Pollution,"64.92
High",High
Azerbaijan,Dissatisfaction with Spending Time in the City,"53.49
Moderate",Moderate
Azerbaijan,Dissatisfaction with Green and Parks in the City,"55.36
Moderate",Moderate
Bahamas,Air Pollution,"52.27
Moderate",Moderate
Bahamas,Drinking Water Pollution and Inaccessibility,"44.70
Moderate",Moderate
Bahamas,Dissatisfaction with Garbage Disposal,"71.21
High",High
Bahamas,Dirty and Untidy,"65.15
High",High
Bahamas,Noise and Light Pollution,"38.97
Low",Low
Bahamas,Water Pollution,"57.35
Moderate",Moderate
Bahamas,Dissatisfaction with Spending Time in the City,"47.06
Moderate",Moderate
Bahamas,Dissatisfaction with Green and Parks in the City,"50.00
Moderate",Moderate
Bahrain,Air Pollution,"73.94
High",High
Bahrain,Drinking Water Pollution and Inaccessibility,"34.23
Low",Low
Bahrain,Dissatisfaction with Garbage Disposal,"51.17
Moderate",Moderate
Bahrain,Dirty and Untidy,"47.76
Moderate",Moderate
Bahrain,Noise and Light Pollution,"54.48
Moderate",Moderate
Bahrain,Water Pollution,"51.95
Moderate",Moderate
Bahrain,Dissatisfaction with Spending Time in the City,"63.92
High",High
Bahrain,Dissatisfaction with Green and Parks in the City,"66.53
High",High
Bangladesh,Air Pollution,"78.08
High",High
Bangladesh,Drinking Water Pollution and Inaccessibility,"56.45
Moderate",Moderate
Bangladesh,Dissatisfaction with Garbage Disposal,"77.92
High",High
Bangladesh,Dirty and Untidy,"76.98
High",High
Bangladesh,Noise and Light Pollution,"62.96
High",High
Bangladesh,Water Pollution,"73.75
High",High
Bangladesh,Dissatisfaction with Spending Time in the City,"73.50
High",High
Bangladesh,Dissatisfaction with Green and Parks in the City,"66.19
High",High
Barbados,Air Pollution,"11.11
Very Low",Very Low
Barbados,Drinking Water Pollution and Inaccessibility,"9.38
Very Low",Very Low
Barbados,Dissatisfaction with Garbage Disposal,"32.14
Low",Low
Barbados,Dirty and Untidy,"46.88
Moderate",Moderate
Barbados,Noise and Light Pollution,"31.25
Low",Low
Barbados,Water Pollution,"37.50
Low",Low
Barbados,Dissatisfaction with Spending Time in the City,"15.62
Very Low",Very Low
Barbados,Dissatisfaction with Green and Parks in the City,"40.62
Moderate",Moderate
Belarus,Air Pollution,"42.33
Moderate",Moderate
Belarus,Drinking Water Pollution and Inaccessibility,"35.31
Low",Low
Belarus,Dissatisfaction with Garbage Disposal,"32.44
Low",Low
Belarus,Dirty and Untidy,"21.45
Low",Low
Belarus,Noise and Light Pollution,"45.62
Moderate",Moderate
Belarus,Water Pollution,"43.43
Moderate",Moderate
Belarus,Dissatisfaction with Spending Time in the City,"30.59
Low",Low
Belarus,Dissatisfaction with Green and Parks in the City,"33.23
Low",Low
Belgium,Air Pollution,"44.73
Moderate",Moderate
Belgium,Drinking Water Pollution and Inaccessibility,"29.61
Low",Low
Belgium,Dissatisfaction with Garbage Disposal,"45.89
Moderate",Moderate
Belgium,Dirty and Untidy,"53.28
Moderate",Moderate
Belgium,Noise and Light Pollution,"54.01
Moderate",Moderate
Belgium,Water Pollution,"40.45
Moderate",Moderate
Belgium,Dissatisfaction with Spending Time in the City,"36.46
Low",Low
Belgium,Dissatisfaction with Green and Parks in the City,"36.14
Low",Low
Belize,Air Pollution,"39.81
Low",Low
Belize,Drinking Water Pollution and Inaccessibility,"37.04
Low",Low
Belize,Dissatisfaction with Garbage Disposal,"67.59
High",High
Belize,Dirty and Untidy,"58.65
Moderate",Moderate
Belize,Noise and Light Pollution,"42.59
Moderate",Moderate
Belize,Water Pollution,"61.54
High",High
Belize,Dissatisfaction with Spending Time in the City,"37.96
Low",Low
Belize,Dissatisfaction with Green and Parks in the City,"45.00
Moderate",Moderate
Benin,Air Pollution,"87.50
Very High",Very High
Benin,Drinking Water Pollution and Inaccessibility,"87.50
Very High",Very High
Benin,Dissatisfaction with Garbage Disposal,"100.00
Very High",Very High
Benin,Dirty and Untidy,"100.00
Very High",Very High
Benin,Noise and Light Pollution,"75.00
High",High
Benin,Water Pollution,"75.00
High",High
Benin,Dissatisfaction with Spending Time in the City,"75.00
High",High
Benin,Dissatisfaction with Green and Parks in the City,"50.00
Moderate",Moderate
Bermuda,Air Pollution,"10.94
Very Low",Very Low
Bermuda,Drinking Water Pollution and Inaccessibility,"13.24
Very Low",Very Low
Bermuda,Dissatisfaction with Garbage Disposal,"16.18
Very Low",Very Low
Bermuda,Dirty and Untidy,"17.65
Very Low",Very Low
Bermuda,Noise and Light Pollution,"10.29
Very Low",Very Low
Bermuda,Water Pollution,"16.18
Very Low",Very Low
Bermuda,Dissatisfaction with Spending Time in the City,"10.29
Very Low",Very Low
Bermuda,Dissatisfaction with Green and Parks in the City,"16.67
Very Low",Very Low
Bhutan,Air Pollution,"42.86
Moderate",Moderate
Bhutan,Drinking Water Pollution and Inaccessibility,"33.82
Low",Low
Bhutan,Dissatisfaction with Garbage Disposal,"50.00
Moderate",Moderate
Bhutan,Dirty and Untidy,"40.62
Moderate",Moderate
Bhutan,Noise and Light Pollution,"51.56
Moderate",Moderate
Bhutan,Water Pollution,"52.94
Moderate",Moderate
Bhutan,Dissatisfaction with Spending Time in the City,"37.50
Low",Low
Bhutan,Dissatisfaction with Green and Parks in the City,"17.19
Very Low",Very Low
Bolivia,Air Pollution,"65.00
High",High
Bolivia,Drinking Water Pollution and Inaccessibility,"49.40
Moderate",Moderate
Bolivia,Dissatisfaction with Garbage Disposal,"67.07
High",High
Bolivia,Dirty and Untidy,"67.78
High",High
Bolivia,Noise and Light Pollution,"59.24
Moderate",Moderate
Bolivia,Water Pollution,"67.07
High",High
Bolivia,Dissatisfaction with Spending Time in the City,"61.79
High",High
Bolivia,Dissatisfaction with Green and Parks in the City,"45.45
Moderate",Moderate
Bonaire,Air Pollution,?,
Bonaire,Drinking Water Pollution and Inaccessibility,?,
Bonaire,Dissatisfaction with Garbage Disposal,?,
Bonaire,Dirty and Untidy,?,
Bonaire,Noise and Light Pollution,?,
Bonaire,Water Pollution,?,
Bonaire,Dissatisfaction with Spending Time in the City,?,
Bonaire,Dissatisfaction with Green and Parks in the City,?,
Bosnia_And_Herzegovina,Air Pollution,"62.20
High",High
Bosnia_And_Herzegovina,Drinking Water Pollution and Inaccessibility,"29.21
Low",Low
Bosnia_And_Herzegovina,Dissatisfaction with Garbage Disposal,"51.07
Moderate",Moderate
Bosnia_And_Herzegovina,Dirty and Untidy,"49.87
Moderate",Moderate
Bosnia_And_Herzegovina,Noise and Light Pollution,"37.50
Low",Low
Bosnia_And_Herzegovina,Water Pollution,"45.43
Moderate",Moderate
Bosnia_And_Herzegovina,Dissatisfaction with Spending Time in the City,"47.26
Moderate",Moderate
Bosnia_And_Herzegovina,Dissatisfaction with Green and Parks in the City,"45.55
Moderate",Moderate
Botswana,Air Pollution,"36.36
Low",Low
Botswana,Drinking Water Pollution and Inaccessibility,"39.77
Low",Low
Botswana,Dissatisfaction with Garbage Disposal,"45.45
Moderate",Moderate
Botswana,Dirty and Untidy,"48.86
Moderate",Moderate
Botswana,Noise and Light Pollution,"26.14
Low",Low
Botswana,Water Pollution,"39.29
Low",Low
Botswana,Dissatisfaction with Spending Time in the City,"32.61
Low",Low
Botswana,Dissatisfaction with Green and Parks in the City,"70.00
High",High
Brazil,Air Pollution,"42.49
Moderate",Moderate
Brazil,Drinking Water Pollution and Inaccessibility,"35.86
Low",Low
Brazil,Dissatisfaction with Garbage Disposal,"51.59
Moderate",Moderate
Brazil,Dirty and Untidy,"56.20
Moderate",Moderate
Brazil,Noise and Light Pollution,"53.62
Moderate",Moderate
Brazil,Water Pollution,"57.50
Moderate",Moderate
Brazil,Dissatisfaction with Spending Time in the City,"37.81
Low",Low
Brazil,Dissatisfaction with Green and Parks in the City,"44.82
Moderate",Moderate
British_Virgin_Islands,Air Pollution,"50.00
Moderate",Moderate
British_Virgin_Islands,Drinking Water Pollution and Inaccessibility,"25.00
Low",Low
British_Virgin_Islands,Dissatisfaction with Garbage Disposal,"87.50
Very High",Very High
British_Virgin_Islands,Dirty and Untidy,"87.50
Very High",Very High
British_Virgin_Islands,Noise and Light Pollution,"75.00
High",High
British_Virgin_Islands,Water Pollution,"75.00
High",High
British_Virgin_Islands,Dissatisfaction with Spending Time in the City,"62.50
High",High
British_Virgin_Islands,Dissatisfaction with Green and Parks in the City,"62.50
High",High
Brunei,Air Pollution,"22.50
Low",Low
Brunei,Drinking Water Pollution and Inaccessibility,"27.08
Low",Low
Brunei,Dissatisfaction with Garbage Disposal,"44.57
Moderate",Moderate
Brunei,Dirty and Untidy,"38.54
Low",Low
Brunei,Noise and Light Pollution,"25.00
Low",Low
Brunei,Water Pollution,"55.21
Moderate",Moderate
Brunei,Dissatisfaction with Spending Time in the City,"26.85
Low",Low
Brunei,Dissatisfaction with Green and Parks in the City,"30.68
Low",Low
Bulgaria,Air Pollution,"67.41
High",High
Bulgaria,Drinking Water Pollution and Inaccessibility,"30.44
Low",Low
Bulgaria,Dissatisfaction with Garbage Disposal,"55.61
Moderate",Moderate
Bulgaria,Dirty and Untidy,"57.46
Moderate",Moderate
Bulgaria,Noise and Light Pollution,"50.53
Moderate",Moderate
Bulgaria,Water Pollution,"40.38
Moderate",Moderate
Bulgaria,Dissatisfaction with Spending Time in the City,"49.83
Moderate",Moderate
Bulgaria,Dissatisfaction with Green and Parks in the City,"33.51
Low",Low
Burkina_Faso,Air Pollution,?,
Burkina_Faso,Drinking Water Pollution and Inaccessibility,?,
Burkina_Faso,Dissatisfaction with Garbage Disposal,?,
Burkina_Faso,Dirty and Untidy,?,
Burkina_Faso,Noise and Light Pollution,?,
Burkina_Faso,Water Pollution,?,
Burkina_Faso,Dissatisfaction with Spending Time in the City,?,
Burkina_Faso,Dissatisfaction with Green and Parks in the City,?,
Burundi,Air Pollution,"70.00
High",High
Burundi,Drinking Water Pollution and Inaccessibility,"75.00
High",High
Burundi,Dissatisfaction with Garbage Disposal,"90.00
Very High",Very High
Burundi,Dirty and Untidy,"75.00
High",High
Burundi,Noise and Light Pollution,"93.75
Very High",Very High
Burundi,Water Pollution,"85.00
Very High",Very High
Burundi,Dissatisfaction with Spending Time in the City,"65.00
High",High
Burundi,Dissatisfaction with Green and Parks in the City,"75.00
High",High
Cambodia,Air Pollution,"67.63
High",High
Cambodia,Drinking Water Pollution and Inaccessibility,"51.45
Moderate",Moderate
Cambodia,Dissatisfaction with Garbage Disposal,"74.40
High",High
Cambodia,Dirty and Untidy,"74.12
High",High
Cambodia,Noise and Light Pollution,"59.77
Moderate",Moderate
Cambodia,Water Pollution,"72.94
High",High
Cambodia,Dissatisfaction with Spending Time in the City,"66.48
High",High
Cambodia,Dissatisfaction with Green and Parks in the City,"63.11
High",High
Cameroon,Air Pollution,"83.54
Very High",Very High
Cameroon,Drinking Water Pollution and Inaccessibility,"72.73
High",High
Cameroon,Dissatisfaction with Garbage Disposal,"88.33
Very High",Very High
Cameroon,Dirty and Untidy,"78.12
High",High
Cameroon,Noise and Light Pollution,"58.06
Moderate",Moderate
Cameroon,Water Pollution,"91.38
Very High",Very High
Cameroon,Dissatisfaction with Spending Time in the City,"77.63
High",High
Cameroon,Dissatisfaction with Green and Parks in the City,"66.07
High",High
Canada,Air Pollution,"23.33
Low",Low
Canada,Drinking Water Pollution and Inaccessibility,"17.86
Very Low",Very Low
Canada,Dissatisfaction with Garbage Disposal,"25.75
Low",Low
Canada,Dirty and Untidy,"33.55
Low",Low
Canada,Noise and Light Pollution,"41.26
Moderate",Moderate
Canada,Water Pollution,"34.77
Low",Low
Canada,Dissatisfaction with Spending Time in the City,"20.18
Low",Low
Canada,Dissatisfaction with Green and Parks in the City,"23.04
Low",Low
Cape_Verde,Air Pollution,"75.00
High",High
Cape_Verde,Drinking Water Pollution and Inaccessibility,"50.00
Moderate",Moderate
Cape_Verde,Dissatisfaction with Garbage Disposal,"75.00
High",High
Cape_Verde,Dirty and Untidy,"25.00
Low",Low
Cape_Verde,Noise and Light Pollution,"100.00
Very High",Very High
Cape_Verde,Water Pollution,"75.00
High",High
Cape_Verde,Dissatisfaction with Spending Time in the City,"50.00
Moderate",Moderate
Cape_Verde,Dissatisfaction with Green and Parks in the City,"100.00
Very High",Very High
Cayman_Islands,Air Pollution,"14.47
Very Low",Very Low
Cayman_Islands,Drinking Water Pollution and Inaccessibility,"18.42
Very Low",Very Low
Cayman_Islands,Dissatisfaction with Garbage Disposal,"39.47
Low",Low
Cayman_Islands,Dirty and Untidy,"25.00
Low",Low
Cayman_Islands,Noise and Light Pollution,"14.47
Very Low",Very Low
Cayman_Islands,Water Pollution,"31.58
Low",Low
Cayman_Islands,Dissatisfaction with Spending Time in the City,"11.84
Very Low",Very Low
Cayman_Islands,Dissatisfaction with Green and Parks in the City,"43.42
Moderate",Moderate
Central_African_Republic,Air Pollution,"75.00
High",High
Central_African_Republic,Drinking Water Pollution and Inaccessibility,"75.00
High",High
Central_African_Republic,Dissatisfaction with Garbage Disposal,"80.00
Very High",Very High
Central_African_Republic,Dirty and Untidy,"75.00
High",High
Central_African_Republic,Noise and Light Pollution,"40.00
Moderate",Moderate
Central_African_Republic,Water Pollution,"80.00
Very High",Very High
Central_African_Republic,Dissatisfaction with Spending Time in the City,"60.00
High",High
Central_African_Republic,Dissatisfaction with Green and Parks in the City,"80.00
Very High",Very High
Chad,Air Pollution,"56.25
Moderate",Moderate
Chad,Drinking Water Pollution and Inaccessibility,"46.88
Moderate",Moderate
Chad,Dissatisfaction with Garbage Disposal,"56.25
Moderate",Moderate
Chad,Dirty and Untidy,"50.00
Moderate",Moderate
Chad,Noise and Light Pollution,"34.38
Low",Low
Chad,Water Pollution,"40.62
Moderate",Moderate
Chad,Dissatisfaction with Spending Time in the City,"56.25
Moderate",Moderate
Chad,Dissatisfaction with Green and Parks in the City,"56.25
Moderate",Moderate
Chile,Air Pollution,"76.96
High",High
Chile,Drinking Water Pollution and Inaccessibility,"42.39
Moderate",Moderate
Chile,Dissatisfaction with Garbage Disposal,"60.04
High",High
Chile,Dirty and Untidy,"64.54
High",High
Chile,Noise and Light Pollution,"60.47
High",High
Chile,Water Pollution,"62.20
High",High
Chile,Dissatisfaction with Spending Time in the City,"65.19
High",High
Chile,Dissatisfaction with Green and Parks in the City,"60.60
High",High
China,Air Pollution,"79.24
High",High
China,Drinking Water Pollution and Inaccessibility,"54.29
Moderate",Moderate
China,Dissatisfaction with Garbage Disposal,"48.41
Moderate",Moderate
China,Dirty and Untidy,"47.28
Moderate",Moderate
China,Noise and Light Pollution,"55.38
Moderate",Moderate
China,Water Pollution,"63.58
High",High
China,Dissatisfaction with Spending Time in the City,"69.43
High",High
China,Dissatisfaction with Green and Parks in the City,"39.14
Low",Low
Colombia,Air Pollution,"62.71
High",High
Colombia,Drinking Water Pollution and Inaccessibility,"27.27
Low",Low
Colombia,Dissatisfaction with Garbage Disposal,"50.16
Moderate",Moderate
Colombia,Dirty and Untidy,"54.82
Moderate",Moderate
Colombia,Noise and Light Pollution,"56.37
Moderate",Moderate
Colombia,Water Pollution,"51.57
Moderate",Moderate
Colombia,Dissatisfaction with Spending Time in the City,"52.62
Moderate",Moderate
Colombia,Dissatisfaction with Green and Parks in the City,"42.63
Moderate",Moderate
Comoros,Air Pollution,?,
Comoros,Drinking Water Pollution and Inaccessibility,?,
Comoros,Dissatisfaction with Garbage Disposal,?,
Comoros,Dirty and Untidy,?,
Comoros,Noise and Light Pollution,?,
Comoros,Water Pollution,?,
Comoros,Dissatisfaction with Spending Time in the City,?,
Comoros,Dissatisfaction with Green and Parks in the City,?,
Cook_Islands,Air Pollution,"0.00
Very Low",Very Low
Cook_Islands,Drinking Water Pollution and Inaccessibility,"0.00
Very Low",Very Low
Cook_Islands,Dissatisfaction with Garbage Disposal,"25.00
Low",Low
Cook_Islands,Dirty and Untidy,"0.00
Very Low",Very Low
Cook_Islands,Noise and Light Pollution,"0.00
Very Low",Very Low
Cook_Islands,Water Pollution,"25.00
Low",Low
Cook_Islands,Dissatisfaction with Spending Time in the City,"25.00
Low",Low
Cook_Islands,Dissatisfaction with Green and Parks in the City,"0.00
Very Low",Very Low
Costa_Rica,Air Pollution,"34.25
Low",Low
Costa_Rica,Drinking Water Pollution and Inaccessibility,"15.07
Very Low",Very Low
Costa_Rica,Dissatisfaction with Garbage Disposal,"46.32
Moderate",Moderate
Costa_Rica,Dirty and Untidy,"52.24
Moderate",Moderate
Costa_Rica,Noise and Light Pollution,"45.52
Moderate",Moderate
Costa_Rica,Water Pollution,"40.53
Moderate",Moderate
Costa_Rica,Dissatisfaction with Spending Time in the City,"35.29
Low",Low
Costa_Rica,Dissatisfaction with Green and Parks in the City,"38.06
Low",Low
Croatia,Air Pollution,"28.88
Low",Low
Croatia,Drinking Water Pollution and Inaccessibility,"13.54
Very Low",Very Low
Croatia,Dissatisfaction with Garbage Disposal,"42.17
Moderate",Moderate
Croatia,Dirty and Untidy,"31.85
Low",Low
Croatia,Noise and Light Pollution,"34.14
Low",Low
Croatia,Water Pollution,"25.45
Low",Low
Croatia,Dissatisfaction with Spending Time in the City,"18.67
Very Low",Very Low
Croatia,Dissatisfaction with Green and Parks in the City,"27.05
Low",Low
Cuba,Air Pollution,"61.25
High",High
Cuba,Drinking Water Pollution and Inaccessibility,"54.49
Moderate",Moderate
Cuba,Dissatisfaction with Garbage Disposal,"61.54
High",High
Cuba,Dirty and Untidy,"56.88
Moderate",Moderate
Cuba,Noise and Light Pollution,"36.88
Low",Low
Cuba,Water Pollution,"53.85
Moderate",Moderate
Cuba,Dissatisfaction with Spending Time in the City,"53.75
Moderate",Moderate
Cuba,Dissatisfaction with Green and Parks in the City,"46.15
Moderate",Moderate
Curacao,Air Pollution,"62.50
High",High
Curacao,Drinking Water Pollution and Inaccessibility,"8.33
Very Low",Very Low
Curacao,Dissatisfaction with Garbage Disposal,"38.89
Low",Low
Curacao,Dirty and Untidy,"63.89
High",High
Curacao,Noise and Light Pollution,"20.00
Low",Low
Curacao,Water Pollution,"35.00
Low",Low
Curacao,Dissatisfaction with Spending Time in the City,"42.50
Moderate",Moderate
Curacao,Dissatisfaction with Green and Parks in the City,"72.22
High",High
Cyprus,Air Pollution,"47.38
Moderate",Moderate
Cyprus,Drinking Water Pollution and Inaccessibility,"43.81
Moderate",Moderate
Cyprus,Dissatisfaction with Garbage Disposal,"49.13
Moderate",Moderate
Cyprus,Dirty and Untidy,"51.97
Moderate",Moderate
Cyprus,Noise and Light Pollution,"48.45
Moderate",Moderate
Cyprus,Water Pollution,"40.40
Moderate",Moderate
Cyprus,Dissatisfaction with Spending Time in the City,"45.16
Moderate",Moderate
Cyprus,Dissatisfaction with Green and Parks in the City,"62.06
High",High
Czech_Republic,Air Pollution,"34.54
Low",Low
Czech_Republic,Drinking Water Pollution and Inaccessibility,"15.75
Very Low",Very Low
Czech_Republic,Dissatisfaction with Garbage Disposal,"25.73
Low",Low
Czech_Republic,Dirty and Untidy,"34.58
Low",Low
Czech_Republic,Noise and Light Pollution,"42.92
Moderate",Moderate
Czech_Republic,Water Pollution,"27.68
Low",Low
Czech_Republic,Dissatisfaction with Spending Time in the City,"23.16
Low",Low
Czech_Republic,Dissatisfaction with Green and Parks in the City,"23.28
Low",Low
Democratic_Republic_of_the_Congo,Air Pollution,"62.50
High",High
Democratic_Republic_of_the_Congo,Drinking Water Pollution and Inaccessibility,"79.17
High",High
Democratic_Republic_of_the_Congo,Dissatisfaction with Garbage Disposal,"90.00
Very High",Very High
Democratic_Republic_of_the_Congo,Dirty and Untidy,"87.50
Very High",Very High
Democratic_Republic_of_the_Congo,Noise and Light Pollution,"50.00
Moderate",Moderate
Democratic_Republic_of_the_Congo,Water Pollution,"87.50
Very High",Very High
Democratic_Republic_of_the_Congo,Dissatisfaction with Spending Time in the City,"66.67
High",High
Democratic_Republic_of_the_Congo,Dissatisfaction with Green and Parks in the City,"75.00
High",High
Denmark,Air Pollution,"16.95
Very Low",Very Low
Denmark,Drinking Water Pollution and Inaccessibility,"12.15
Very Low",Very Low
Denmark,Dissatisfaction with Garbage Disposal,"19.02
Very Low",Very Low
Denmark,Dirty and Untidy,"24.76
Low",Low
Denmark,Noise and Light Pollution,"30.32
Low",Low
Denmark,Water Pollution,"17.56
Very Low",Very Low
Denmark,Dissatisfaction with Spending Time in the City,"13.24
Very Low",Very Low
Denmark,Dissatisfaction with Green and Parks in the City,"21.34
Low",Low
Djibouti,Air Pollution,"45.83
Moderate",Moderate
Djibouti,Drinking Water Pollution and Inaccessibility,"70.00
High",High
Djibouti,Dissatisfaction with Garbage Disposal,"75.00
High",High
Djibouti,Dirty and Untidy,"75.00
High",High
Djibouti,Noise and Light Pollution,"20.83
Low",Low
Djibouti,Water Pollution,"54.17
Moderate",Moderate
Djibouti,Dissatisfaction with Spending Time in the City,"58.33
Moderate",Moderate
Djibouti,Dissatisfaction with Green and Parks in the City,"80.00
Very High",Very High
Dominica,Air Pollution,"18.75
Very Low",Very Low
Dominica,Drinking Water Pollution and Inaccessibility,"12.50
Very Low",Very Low
Dominica,Dissatisfaction with Garbage Disposal,"37.50
Low",Low
Dominica,Dirty and Untidy,"25.00
Low",Low
Dominica,Noise and Light Pollution,"12.50
Very Low",Very Low
Dominica,Water Pollution,"6.25
Very Low",Very Low
Dominica,Dissatisfaction with Spending Time in the City,"12.50
Very Low",Very Low
Dominica,Dissatisfaction with Green and Parks in the City,"31.25
Low",Low
Dominican_Republic,Air Pollution,"62.50
High",High
Dominican_Republic,Drinking Water Pollution and Inaccessibility,"59.07
Moderate",Moderate
Dominican_Republic,Dissatisfaction with Garbage Disposal,"71.14
High",High
Dominican_Republic,Dirty and Untidy,"70.41
High",High
Dominican_Republic,Noise and Light Pollution,"63.18
High",High
Dominican_Republic,Water Pollution,"67.45
High",High
Dominican_Republic,Dissatisfaction with Spending Time in the City,"57.88
Moderate",Moderate
Dominican_Republic,Dissatisfaction with Green and Parks in the City,"50.93
Moderate",Moderate
Ecuador,Air Pollution,"53.02
Moderate",Moderate
Ecuador,Drinking Water Pollution and Inaccessibility,"37.88
Low",Low
Ecuador,Dissatisfaction with Garbage Disposal,"52.11
Moderate",Moderate
