Country,Pollution_Label,Pollution_Index,Pollution_Qualifier
Maldives,Drinking Water Pollution and Inaccessibility,56.25,Moderate
Maldives,Dissatisfaction with Garbage Disposal,69.64,High
Maldives,Dirty and Untidy,67.86,High
Maldives,Noise and Light Pollution,52.78,Moderate
Maldives,Water Pollution,77.88,High
Maldives,Dissatisfaction with Spending Time in the City,62.90,High
Maldives,Dissatisfaction with Green and Parks in the City,69.44,High
Mali,Air Pollution,85.00,Very High
Mali,Drinking Water Pollution and Inaccessibility,50.00,Moderate
Mali,Dissatisfaction with Garbage Disposal,80.00,Very High
Mali,Dirty and Untidy,90.00,Very High
Mali,Noise and Light Pollution,43.75,Moderate
Mali,Water Pollution,62.50,High
Mali,Dissatisfaction with Spending Time in the City,75.00,High
Mali,Dissatisfaction with Green and Parks in the City,56.25,Moderate
Malta,Air Pollution,67.32,High
Malta,Drinking Water Pollution and Inaccessibility,61.26,High
Malta,Dissatisfaction with Garbage Disposal,61.83,High
Malta,Dirty and Untidy,69.35,High
Malta,Noise and Light Pollution,64.16,High
Malta,Water Pollution,55.45,Moderate
Malta,Dissatisfaction with Spending Time in the City,60.98,High
Malta,Dissatisfaction with Green and Parks in the City,77.70,High
Marshall_Islands,Air Pollution,60.00,High
Marshall_Islands,Drinking Water Pollution and Inaccessibility,85.00,Very High
Marshall_Islands,Dissatisfaction with Garbage Disposal,90.00,Very High
Marshall_Islands,Dirty and Untidy,100.00,Very High
Marshall_Islands,Noise and Light Pollution,20.00,Low
Marshall_Islands,Water Pollution,100.00,Very High
Marshall_Islands,Dissatisfaction with Spending Time in the City,83.33,Very High
Marshall_Islands,Dissatisfaction with Green and Parks in the City,75.00,High
Martinique,Air Pollution,47.50,Moderate
Martinique,Drinking Water Pollution and Inaccessibility,37.50,Low
Martinique,Dissatisfaction with Garbage Disposal,87.50,Very High
Martinique,Dirty and Untidy,62.50,High
Martinique,Noise and Light Pollution,62.50,High
Martinique,Water Pollution,50.00,Moderate
Martinique,Dissatisfaction with Spending Time in the City,50.00,Moderate
Martinique,Dissatisfaction with Green and Parks in the City,87.50,Very High
Mauritania,Air Pollution,70.83,High
Mauritania,Drinking Water Pollution and Inaccessibility,58.33,Moderate
Mauritania,Dissatisfaction with Garbage Disposal,91.67,Very High
Mauritania,Dirty and Untidy,87.50,Very High
Mauritania,Noise and Light Pollution,62.50,High
Mauritania,Water Pollution,50.00,Moderate
Mauritania,Dissatisfaction with Spending Time in the City,83.33,Very High
Mauritania,Dissatisfaction with Green and Parks in the City,83.33,Very High
Mauritius,Air Pollution,42.76,Moderate
Mauritius,Drinking Water Pollution and Inaccessibility,35.32,Low
Mauritius,Dissatisfaction with Garbage Disposal,51.98,Moderate
Mauritius,Dirty and Untidy,57.03,Moderate
Mauritius,Noise and Light Pollution,44.67,Moderate
Mauritius,Water Pollution,53.52,Moderate
Mauritius,Dissatisfaction with Spending Time in the City,50.70,Moderate
Mauritius,Dissatisfaction with Green and Parks in the City,59.38,Moderate
Mexico,Air Pollution,53.04,Moderate
Mexico,Drinking Water Pollution and Inaccessibility,42.79,Moderate
Mexico,Dissatisfaction with Garbage Disposal,47.77,Moderate
Mexico,Dirty and Untidy,54.79,Moderate
Mexico,Noise and Light Pollution,48.40,Moderate
Mexico,Water Pollution,55.34,Moderate
Mexico,Dissatisfaction with Spending Time in the City,42.75,Moderate
Mexico,Dissatisfaction with Green and Parks in the City,43.35,Moderate
Micronesia,Air Pollution,33.33,Low
Micronesia,Drinking Water Pollution and Inaccessibility,95.83,Very High
Micronesia,Dissatisfaction with Garbage Disposal,91.67,Very High
Micronesia,Dirty and Untidy,87.50,Very High
Micronesia,Noise and Light Pollution,29.17,Low
Micronesia,Water Pollution,91.67,Very High
Micronesia,Dissatisfaction with Spending Time in the City,70.83,High
Micronesia,Dissatisfaction with Green and Parks in the City,75.00,High
Moldova,Air Pollution,51.79,Moderate
Moldova,Drinking Water Pollution and Inaccessibility,53.18,Moderate
Moldova,Dissatisfaction with Garbage Disposal,64.29,High
Moldova,Dirty and Untidy,62.95,High
Moldova,Noise and Light Pollution,52.73,Moderate
Moldova,Water Pollution,62.27,High
Moldova,Dissatisfaction with Spending Time in the City,42.27,Moderate
Moldova,Dissatisfaction with Green and Parks in the City,31.36,Low
Monaco,Air Pollution,71.00,High
Monaco,Drinking Water Pollution and Inaccessibility,43.18,Moderate
Monaco,Dissatisfaction with Garbage Disposal,69.74,High
Monaco,Dirty and Untidy,60.98,High
Monaco,Noise and Light Pollution,86.59,Very High
Monaco,Water Pollution,56.90,Moderate
Monaco,Dissatisfaction with Spending Time in the City,74.46,High
Monaco,Dissatisfaction with Green and Parks in the City,70.51,High
Mongolia,Air Pollution,87.12,Very High
Mongolia,Drinking Water Pollution and Inaccessibility,53.70,Moderate
Mongolia,Dissatisfaction with Garbage Disposal,73.08,High
Mongolia,Dirty and Untidy,71.30,High
Mongolia,Noise and Light Pollution,47.73,Moderate
Mongolia,Water Pollution,67.92,High
Mongolia,Dissatisfaction with Spending Time in the City,77.82,High
Mongolia,Dissatisfaction with Green and Parks in the City,72.60,High
Montenegro,Air Pollution,38.49,Low
Montenegro,Drinking Water Pollution and Inaccessibility,26.63,Low
Montenegro,Dissatisfaction with Garbage Disposal,56.82,Moderate
Montenegro,Dirty and Untidy,47.34,Moderate
Montenegro,Noise and Light Pollution,31.11,Low
Montenegro,Water Pollution,36.17,Low
Montenegro,Dissatisfaction with Spending Time in the City,29.63,Low
Montenegro,Dissatisfaction with Green and Parks in the City,44.02,Moderate
Montserrat,Air Pollution,?,
Montserrat,Drinking Water Pollution and Inaccessibility,?,
Montserrat,Dissatisfaction with Garbage Disposal,?,
Montserrat,Dirty and Untidy,?,
Montserrat,Noise and Light Pollution,?,
Montserrat,Water Pollution,?,
Montserrat,Dissatisfaction with Spending Time in the City,?,
Montserrat,Dissatisfaction with Green and Parks in the City,?,
Morocco,Air Pollution,62.46,High
Morocco,Drinking Water Pollution and Inaccessibility,45.04,Moderate
Morocco,Dissatisfaction with Garbage Disposal,66.37,High
Morocco,Dirty and Untidy,60.71,High
Morocco,Noise and Light Pollution,54.11,Moderate
Morocco,Water Pollution,54.12,Moderate
Morocco,Dissatisfaction with Spending Time in the City,58.44,Moderate
Morocco,Dissatisfaction with Green and Parks in the City,59.23,Moderate
Mozambique,Air Pollution,45.83,Moderate
Mozambique,Drinking Water Pollution and Inaccessibility,79.00,High
Mozambique,Dissatisfaction with Garbage Disposal,85.00,Very High
Mozambique,Dirty and Untidy,80.00,Very High
Mozambique,Noise and Light Pollution,47.00,Moderate
Mozambique,Water Pollution,72.92,High
Mozambique,Dissatisfaction with Spending Time in the City,64.00,High
Mozambique,Dissatisfaction with Green and Parks in the City,64.58,High
Myanmar,Air Pollution,83.19,Very High
Myanmar,Drinking Water Pollution and Inaccessibility,65.75,High
Myanmar,Dissatisfaction with Garbage Disposal,87.68,Very High
Myanmar,Dirty and Untidy,82.14,Very High
Myanmar,Noise and Light Pollution,51.74,Moderate
Myanmar,Water Pollution,73.93,High
Myanmar,Dissatisfaction with Spending Time in the City,76.04,High
Myanmar,Dissatisfaction with Green and Parks in the City,66.55,High
Namibia,Air Pollution,30.77,Low
Namibia,Drinking Water Pollution and Inaccessibility,33.33,Low
Namibia,Dissatisfaction with Garbage Disposal,35.14,Low
Namibia,Dirty and Untidy,35.00,Low
Namibia,Noise and Light Pollution,45.00,Moderate
Namibia,Water Pollution,44.08,Moderate
Namibia,Dissatisfaction with Spending Time in the City,28.21,Low
Namibia,Dissatisfaction with Green and Parks in the City,48.72,Moderate
Nauru,Air Pollution,100.00,Very High
Nauru,Drinking Water Pollution and Inaccessibility,75.00,High
Nauru,Dissatisfaction with Garbage Disposal,100.00,Very High
Nauru,Dirty and Untidy,100.00,Very High
Nauru,Noise and Light Pollution,50.00,Moderate
Nauru,Water Pollution,75.00,High
Nauru,Dissatisfaction with Spending Time in the City,75.00,High
Nauru,Dissatisfaction with Green and Parks in the City,75.00,High
Nepal,Air Pollution,75.73,High
Nepal,Drinking Water Pollution and Inaccessibility,64.41,High
Nepal,Dissatisfaction with Garbage Disposal,75.00,High
Nepal,Dirty and Untidy,72.68,High
Nepal,Noise and Light Pollution,54.72,Moderate
Nepal,Water Pollution,75.59,High
Nepal,Dissatisfaction with Spending Time in the City,68.42,High
Nepal,Dissatisfaction with Green and Parks in the City,68.38,High
Netherlands,Air Pollution,21.07,Low
Netherlands,Drinking Water Pollution and Inaccessibility,7.79,Very Low
Netherlands,Dissatisfaction with Garbage Disposal,20.61,Low
Netherlands,Dirty and Untidy,22.54,Low
Netherlands,Noise and Light Pollution,30.91,Low
Netherlands,Water Pollution,16.82,Very Low
Netherlands,Dissatisfaction with Spending Time in the City,12.17,Very Low
Netherlands,Dissatisfaction with Green and Parks in the City,17.47,Very Low
New_Caledonia,Air Pollution,55.00,Moderate
New_Caledonia,Drinking Water Pollution and Inaccessibility,25.00,Low
New_Caledonia,Dissatisfaction with Garbage Disposal,70.00,High
New_Caledonia,Dirty and Untidy,70.00,High
New_Caledonia,Noise and Light Pollution,45.00,Moderate
New_Caledonia,Water Pollution,55.00,Moderate
New_Caledonia,Dissatisfaction with Spending Time in the City,50.00,Moderate
New_Caledonia,Dissatisfaction with Green and Parks in the City,30.00,Low
New_Zealand,Air Pollution,17.38,Very Low
New_Zealand,Drinking Water Pollution and Inaccessibility,18.34,Very Low
New_Zealand,Dissatisfaction with Garbage Disposal,26.06,Low
New_Zealand,Dirty and Untidy,28.31,Low
New_Zealand,Noise and Light Pollution,37.94,Low
New_Zealand,Water Pollution,38.27,Low
New_Zealand,Dissatisfaction with Spending Time in the City,16.58,Very Low
New_Zealand,Dissatisfaction with Green and Parks in the City,17.99,Very Low
Nicaragua,Air Pollution,39.42,Low
Nicaragua,Drinking Water Pollution and Inaccessibility,50.93,Moderate
Nicaragua,Dissatisfaction with Garbage Disposal,69.79,High
Nicaragua,Dirty and Untidy,71.15,High
Nicaragua,Noise and Light Pollution,63.46,High
Nicaragua,Water Pollution,73.08,High
Nicaragua,Dissatisfaction with Spending Time in the City,48.08,Moderate
Nicaragua,Dissatisfaction with Green and Parks in the City,56.73,Moderate
Niger,Air Pollution,58.33,Moderate
Niger,Drinking Water Pollution and Inaccessibility,58.33,Moderate
Niger,Dissatisfaction with Garbage Disposal,50.00,Moderate
Niger,Dirty and Untidy,58.33,Moderate
Niger,Noise and Light Pollution,33.33,Low
Niger,Water Pollution,66.67,High
Niger,Dissatisfaction with Spending Time in the City,41.67,Moderate
Niger,Dissatisfaction with Green and Parks in the City,41.67,Moderate
Nigeria,Air Pollution,79.49,High
Nigeria,Drinking Water Pollution and Inaccessibility,64.29,High
Nigeria,Dissatisfaction with Garbage Disposal,73.70,High
Nigeria,Dirty and Untidy,73.06,High
Nigeria,Noise and Light Pollution,70.97,High
Nigeria,Water Pollution,79.35,High
Nigeria,Dissatisfaction with Spending Time in the City,72.78,High
Nigeria,Dissatisfaction with Green and Parks in the City,67.27,High
Niue,Air Pollution,25.00,Low
Niue,Drinking Water Pollution and Inaccessibility,50.00,Moderate
Niue,Dissatisfaction with Garbage Disposal,75.00,High
Niue,Dirty and Untidy,100.00,Very High
Niue,Noise and Light Pollution,0.00,Very Low
Niue,Water Pollution,0.00,Very Low
Niue,Dissatisfaction with Spending Time in the City,75.00,High
Niue,Dissatisfaction with Green and Parks in the City,75.00,High
North_Korea,Air Pollution,56.25,Moderate
North_Korea,Drinking Water Pollution and Inaccessibility,68.75,High
North_Korea,Dissatisfaction with Garbage Disposal,68.75,High
North_Korea,Dirty and Untidy,53.12,Moderate
North_Korea,Noise and Light Pollution,43.75,Moderate
North_Korea,Water Pollution,71.88,High
North_Korea,Dissatisfaction with Spending Time in the City,71.88,High
North_Korea,Dissatisfaction with Green and Parks in the City,65.62,High
North_Macedonia,Air Pollution,80.09,Very High
North_Macedonia,Drinking Water Pollution and Inaccessibility,42.22,Moderate
North_Macedonia,Dissatisfaction with Garbage Disposal,71.48,High
North_Macedonia,Dirty and Untidy,73.73,High
North_Macedonia,Noise and Light Pollution,53.79,Moderate
North_Macedonia,Water Pollution,50.75,Moderate
North_Macedonia,Dissatisfaction with Spending Time in the City,71.22,High
North_Macedonia,Dissatisfaction with Green and Parks in the City,65.96,High
Northern_Mariana_Islands,Air Pollution,11.11,Very Low
Northern_Mariana_Islands,Drinking Water Pollution and Inaccessibility,44.44,Moderate
Northern_Mariana_Islands,Dissatisfaction with Garbage Disposal,58.33,Moderate
Northern_Mariana_Islands,Dirty and Untidy,44.44,Moderate
Northern_Mariana_Islands,Noise and Light Pollution,41.67,Moderate
Northern_Mariana_Islands,Water Pollution,58.33,Moderate
Northern_Mariana_Islands,Dissatisfaction with Spending Time in the City,19.44,Very Low
Northern_Mariana_Islands,Dissatisfaction with Green and Parks in the City,16.67,Very Low
Norway,Air Pollution,15.74,Very Low
Norway,Drinking Water Pollution and Inaccessibility,6.45,Very Low
Norway,Dissatisfaction with Garbage Disposal,16.88,Very Low
Norway,Dirty and Untidy,24.30,Low
Norway,Noise and Light Pollution,30.59,Low
Norway,Water Pollution,14.76,Very Low
Norway,Dissatisfaction with Spending Time in the City,10.44,Very Low
Norway,Dissatisfaction with Green and Parks in the City,20.32,Low
Oman,Air Pollution,31.44,Low
Oman,Drinking Water Pollution and Inaccessibility,29.44,Low
Oman,Dissatisfaction with Garbage Disposal,29.55,Low
Oman,Dirty and Untidy,21.43,Low
Oman,Noise and Light Pollution,34.07,Low
Oman,Water Pollution,35.88,Low
Oman,Dissatisfaction with Spending Time in the City,25.82,Low
Oman,Dissatisfaction with Green and Parks in the City,29.44,Low
Pakistan,Air Pollution,64.87,High
Pakistan,Drinking Water Pollution and Inaccessibility,56.68,Moderate
Pakistan,Dissatisfaction with Garbage Disposal,66.52,High
Pakistan,Dirty and Untidy,61.01,High
Pakistan,Noise and Light Pollution,59.51,Moderate
Pakistan,Water Pollution,70.63,High
Pakistan,Dissatisfaction with Spending Time in the City,57.56,Moderate
Pakistan,Dissatisfaction with Green and Parks in the City,52.04,Moderate
Palau,Air Pollution,0.00,Very Low
Palau,Drinking Water Pollution and Inaccessibility,50.00,Moderate
Palau,Dissatisfaction with Garbage Disposal,50.00,Moderate
Palau,Dirty and Untidy,41.67,Moderate
Palau,Noise and Light Pollution,0.00,Very Low
Palau,Water Pollution,8.33,Very Low
Palau,Dissatisfaction with Spending Time in the City,0.00,Very Low
Palau,Dissatisfaction with Green and Parks in the City,0.00,Very Low
Palestine,Air Pollution,53.79,Moderate
Palestine,Drinking Water Pollution and Inaccessibility,45.79,Moderate
Palestine,Dissatisfaction with Garbage Disposal,62.00,High
Palestine,Dirty and Untidy,65.00,High
Palestine,Noise and Light Pollution,55.21,Moderate
Palestine,Water Pollution,55.21,Moderate
Palestine,Dissatisfaction with Spending Time in the City,54.63,Moderate
Palestine,Dissatisfaction with Green and Parks in the City,72.92,High
Panama,Air Pollution,42.27,Moderate
Panama,Drinking Water Pollution and Inaccessibility,33.61,Low
Panama,Dissatisfaction with Garbage Disposal,67.42,High
Panama,Dirty and Untidy,63.20,High
Panama,Noise and Light Pollution,59.89,Moderate
Panama,Water Pollution,56.74,Moderate
Panama,Dissatisfaction with Spending Time in the City,45.48,Moderate
Panama,Dissatisfaction with Green and Parks in the City,48.55,Moderate
Papua_New_Guinea,Air Pollution,63.19,High
Papua_New_Guinea,Drinking Water Pollution and Inaccessibility,62.50,High
Papua_New_Guinea,Dissatisfaction with Garbage Disposal,81.94,Very High
Papua_New_Guinea,Dirty and Untidy,77.50,High
Papua_New_Guinea,Noise and Light Pollution,57.89,Moderate
Papua_New_Guinea,Water Pollution,76.28,High
Papua_New_Guinea,Dissatisfaction with Spending Time in the City,66.25,High
Papua_New_Guinea,Dissatisfaction with Green and Parks in the City,73.03,High
Paraguay,Air Pollution,55.92,Moderate
Paraguay,Drinking Water Pollution and Inaccessibility,43.18,Moderate
Paraguay,Dissatisfaction with Garbage Disposal,69.53,High
Paraguay,Dirty and Untidy,74.26,High
Paraguay,Noise and Light Pollution,52.21,Moderate
Paraguay,Water Pollution,65.15,High
Paraguay,Dissatisfaction with Spending Time in the City,50.69,Moderate
Paraguay,Dissatisfaction with Green and Parks in the City,53.79,Moderate
Peru,Air Pollution,76.21,High
Peru,Drinking Water Pollution and Inaccessibility,61.62,High
Peru,Dissatisfaction with Garbage Disposal,65.11,High
Peru,Dirty and Untidy,71.40,High
Peru,Noise and Light Pollution,67.03,High
Peru,Water Pollution,75.91,High
Peru,Dissatisfaction with Spending Time in the City,64.11,High
Peru,Dissatisfaction with Green and Parks in the City,54.71,Moderate
Philippines,Air Pollution,63.89,High
Philippines,Drinking Water Pollution and Inaccessibility,46.10,Moderate
Philippines,Dissatisfaction with Garbage Disposal,65.00,High
Philippines,Dirty and Untidy,62.13,High
Philippines,Noise and Light Pollution,59.33,Moderate
Philippines,Water Pollution,73.81,High
Philippines,Dissatisfaction with Spending Time in the City,61.03,High
Philippines,Dissatisfaction with Green and Parks in the City,54.55,Moderate
Poland,Air Pollution,60.35,High
Poland,Drinking Water Pollution and Inaccessibility,30.37,Low
Poland,Dissatisfaction with Garbage Disposal,35.80,Low
Poland,Dirty and Untidy,37.36,Low
Poland,Noise and Light Pollution,46.61,Moderate
Poland,Water Pollution,35.24,Low
Poland,Dissatisfaction with Spending Time in the City,48.11,Moderate
Poland,Dissatisfaction with Green and Parks in the City,33.27,Low
Portugal,Air Pollution,23.78,Low
Portugal,Drinking Water Pollution and Inaccessibility,17.11,Very Low
Portugal,Dissatisfaction with Garbage Disposal,30.02,Low
Portugal,Dirty and Untidy,33.71,Low
Portugal,Noise and Light Pollution,36.62,Low
Portugal,Water Pollution,27.66,Low
Portugal,Dissatisfaction with Spending Time in the City,17.54,Very Low
Portugal,Dissatisfaction with Green and Parks in the City,27.54,Low
Puerto_Rico,Air Pollution,34.56,Low
Puerto_Rico,Drinking Water Pollution and Inaccessibility,31.60,Low
Puerto_Rico,Dissatisfaction with Garbage Disposal,38.24,Low
Puerto_Rico,Dirty and Untidy,53.52,Moderate
Puerto_Rico,Noise and Light Pollution,53.31,Moderate
Puerto_Rico,Water Pollution,53.21,Moderate
Puerto_Rico,Dissatisfaction with Spending Time in the City,39.79,Low
Puerto_Rico,Dissatisfaction with Green and Parks in the City,57.75,Moderate
Qatar,Air Pollution,63.22,High
Qatar,Drinking Water Pollution and Inaccessibility,35.74,Low
Qatar,Dissatisfaction with Garbage Disposal,32.81,Low
Qatar,Dirty and Untidy,31.94,Low
Qatar,Noise and Light Pollution,55.38,Moderate
Qatar,Water Pollution,44.50,Moderate
Qatar,Dissatisfaction with Spending Time in the City,49.33,Moderate
Qatar,Dissatisfaction with Green and Parks in the City,48.25,Moderate
Republic_of_the_Congo,Air Pollution,62.50,High
Republic_of_the_Congo,Drinking Water Pollution and Inaccessibility,87.50,Very High
Republic_of_the_Congo,Dissatisfaction with Garbage Disposal,100.00,Very High
Republic_of_the_Congo,Dirty and Untidy,75.00,High
Republic_of_the_Congo,Noise and Light Pollution,87.50,Very High
Republic_of_the_Congo,Water Pollution,62.50,High
Republic_of_the_Congo,Dissatisfaction with Spending Time in the City,50.00,Moderate
Republic_of_the_Congo,Dissatisfaction with Green and Parks in the City,25.00,Low
Reunion,Air Pollution,20.00,Low
Reunion,Drinking Water Pollution and Inaccessibility,50.00,Moderate
Reunion,Dissatisfaction with Garbage Disposal,56.25,Moderate
Reunion,Dirty and Untidy,43.75,Moderate
Reunion,Noise and Light Pollution,12.50,Very Low
Reunion,Water Pollution,25.00,Low
Reunion,Dissatisfaction with Spending Time in the City,20.00,Low
Reunion,Dissatisfaction with Green and Parks in the City,31.25,Low
Romania,Air Pollution,56.47,Moderate
Romania,Drinking Water Pollution and Inaccessibility,37.85,Low
Romania,Dissatisfaction with Garbage Disposal,54.44,Moderate
Romania,Dirty and Untidy,52.00,Moderate
Romania,Noise and Light Pollution,46.09,Moderate
Romania,Water Pollution,45.75,Moderate
Romania,Dissatisfaction with Spending Time in the City,44.92,Moderate
Romania,Dissatisfaction with Green and Parks in the City,46.95,Moderate
Russia,Air Pollution,56.50,Moderate
Russia,Drinking Water Pollution and Inaccessibility,41.82,Moderate
Russia,Dissatisfaction with Garbage Disposal,51.03,Moderate
Russia,Dirty and Untidy,47.09,Moderate
Russia,Noise and Light Pollution,47.77,Moderate
Russia,Water Pollution,50.27,Moderate
Russia,Dissatisfaction with Spending Time in the City,45.48,Moderate
Russia,Dissatisfaction with Green and Parks in the City,37.51,Low
Rwanda,Air Pollution,38.33,Low
Rwanda,Drinking Water Pollution and Inaccessibility,34.62,Low
Rwanda,Dissatisfaction with Garbage Disposal,20.00,Low
Rwanda,Dirty and Untidy,11.67,Very Low
Rwanda,Noise and Light Pollution,21.67,Low
Rwanda,Water Pollution,42.86,Moderate
Rwanda,Dissatisfaction with Spending Time in the City,28.57,Low
Rwanda,Dissatisfaction with Green and Parks in the City,35.00,Low
Saint_Helena,Air Pollution,0.00,Very Low
Saint_Helena,Drinking Water Pollution and Inaccessibility,50.00,Moderate
Saint_Helena,Dissatisfaction with Garbage Disposal,25.00,Low
Saint_Helena,Dirty and Untidy,50.00,Moderate
Saint_Helena,Noise and Light Pollution,0.00,Very Low
Saint_Helena,Water Pollution,25.00,Low
Saint_Helena,Dissatisfaction with Spending Time in the City,0.00,Very Low
Saint_Helena,Dissatisfaction with Green and Parks in the City,0.00,Very Low
Saint_Kitts_And_Nevis,Air Pollution,50.00,Moderate
Saint_Kitts_And_Nevis,Drinking Water Pollution and Inaccessibility,25.00,Low
Saint_Kitts_And_Nevis,Dissatisfaction with Garbage Disposal,25.00,Low
Saint_Kitts_And_Nevis,Dirty and Untidy,50.00,Moderate
Saint_Kitts_And_Nevis,Noise and Light Pollution,0.00,Very Low
Saint_Kitts_And_Nevis,Water Pollution,0.00,Very Low
Saint_Kitts_And_Nevis,Dissatisfaction with Spending Time in the City,0.00,Very Low
Saint_Kitts_And_Nevis,Dissatisfaction with Green and Parks in the City,50.00,Moderate
Saint_Lucia,Air Pollution,32.14,Low
Saint_Lucia,Drinking Water Pollution and Inaccessibility,29.17,Low
Saint_Lucia,Dissatisfaction with Garbage Disposal,70.83,High
Saint_Lucia,Dirty and Untidy,78.57,High
Saint_Lucia,Noise and Light Pollution,50.00,Moderate
Saint_Lucia,Water Pollution,42.86,Moderate
Saint_Lucia,Dissatisfaction with Spending Time in the City,32.14,Low
Saint_Lucia,Dissatisfaction with Green and Parks in the City,37.50,Low
Saint_Vincent_And_The_Grenadines,Air Pollution,?,
Saint_Vincent_And_The_Grenadines,Drinking Water Pollution and Inaccessibility,?,
Saint_Vincent_And_The_Grenadines,Dissatisfaction with Garbage Disposal,?,
Saint_Vincent_And_The_Grenadines,Dirty and Untidy,?,
Saint_Vincent_And_The_Grenadines,Noise and Light Pollution,?,
Saint_Vincent_And_The_Grenadines,Water Pollution,?,
Saint_Vincent_And_The_Grenadines,Dissatisfaction with Spending Time in the City,?,
Saint_Vincent_And_The_Grenadines,Dissatisfaction with Green and Parks in the City,?,
Saint,Air Pollution,50.00,Moderate
Saint,Drinking Water Pollution and Inaccessibility,50.00,Moderate
Saint,Dissatisfaction with Garbage Disposal,100.00,Very High
Saint,Dirty and Untidy,0.00,Very Low
Saint,Noise and Light Pollution,50.00,Moderate
Saint,Water Pollution,0.00,Very Low
Saint,Dissatisfaction with Spending Time in the City,75.00,High
Saint,Dissatisfaction with Green and Parks in the City,50.00,Moderate
Samoa,Air Pollution,29.17,Low
Samoa,Drinking Water Pollution and Inaccessibility,40.00,Moderate
Samoa,Dissatisfaction with Garbage Disposal,55.00,Moderate
Samoa,Dirty and Untidy,45.00,Moderate
Samoa,Noise and Light Pollution,20.00,Low
Samoa,Water Pollution,40.00,Moderate
Samoa,Dissatisfaction with Spending Time in the City,30.00,Low
Samoa,Dissatisfaction with Green and Parks in the City,35.00,Low
San_Marino,Air Pollution,6.82,Very Low
San_Marino,Drinking Water Pollution and Inaccessibility,0.00,Very Low
San_Marino,Dissatisfaction with Garbage Disposal,50.00,Moderate
San_Marino,Dirty and Untidy,25.00,Low
San_Marino,Noise and Light Pollution,75.00,High
San_Marino,Water Pollution,0.00,Very Low
San_Marino,Dissatisfaction with Spending Time in the City,0.00,Very Low
San_Marino,Dissatisfaction with Green and Parks in the City,25.00,Low
Sao_Tome_And_Principe,Air Pollution,50.00,Moderate
Sao_Tome_And_Principe,Drinking Water Pollution and Inaccessibility,50.00,Moderate
Sao_Tome_And_Principe,Dissatisfaction with Garbage Disposal,50.00,Moderate
Sao_Tome_And_Principe,Dirty and Untidy,100.00,Very High
Sao_Tome_And_Principe,Noise and Light Pollution,50.00,Moderate
Sao_Tome_And_Principe,Water Pollution,75.00,High
Sao_Tome_And_Principe,Dissatisfaction with Spending Time in the City,75.00,High
Sao_Tome_And_Principe,Dissatisfaction with Green and Parks in the City,50.00,Moderate
Saudi_Arabia,Air Pollution,62.18,High
Saudi_Arabia,Drinking Water Pollution and Inaccessibility,33.40,Low
Saudi_Arabia,Dissatisfaction with Garbage Disposal,48.68,Moderate
Saudi_Arabia,Dirty and Untidy,47.83,Moderate
Saudi_Arabia,Noise and Light Pollution,52.82,Moderate
Saudi_Arabia,Water Pollution,45.10,Moderate
Saudi_Arabia,Dissatisfaction with Spending Time in the City,50.97,Moderate
Saudi_Arabia,Dissatisfaction with Green and Parks in the City,62.18,High
Senegal,Air Pollution,88.71,Very High
Senegal,Drinking Water Pollution and Inaccessibility,70.37,High
Senegal,Dissatisfaction with Garbage Disposal,82.41,Very High
Senegal,Dirty and Untidy,83.33,Very High
Senegal,Noise and Light Pollution,58.33,Moderate
Senegal,Water Pollution,80.56,Very High
Senegal,Dissatisfaction with Spending Time in the City,78.57,High
Senegal,Dissatisfaction with Green and Parks in the City,86.11,Very High
Serbia,Air Pollution,66.20,High
Serbia,Drinking Water Pollution and Inaccessibility,36.39,Low
Serbia,Dissatisfaction with Garbage Disposal,60.65,High
Serbia,Dirty and Untidy,63.07,High
Serbia,Noise and Light Pollution,50.80,Moderate
Serbia,Water Pollution,51.56,Moderate
Serbia,Dissatisfaction with Spending Time in the City,47.58,Moderate
Serbia,Dissatisfaction with Green and Parks in the City,45.88,Moderate
Seychelles,Air Pollution,23.53,Low
Seychelles,Drinking Water Pollution and Inaccessibility,36.76,Low
Seychelles,Dissatisfaction with Garbage Disposal,38.24,Low
Seychelles,Dirty and Untidy,36.76,Low
Seychelles,Noise and Light Pollution,35.29,Low
Seychelles,Water Pollution,36.76,Low
Seychelles,Dissatisfaction with Spending Time in the City,33.82,Low
Seychelles,Dissatisfaction with Green and Parks in the City,42.65,Moderate
Sierra_Leone,Air Pollution,87.50,Very High
Sierra_Leone,Drinking Water Pollution and Inaccessibility,100.00,Very High
Sierra_Leone,Dissatisfaction with Garbage Disposal,87.50,Very High
Sierra_Leone,Dirty and Untidy,100.00,Very High
Sierra_Leone,Noise and Light Pollution,75.00,High
Sierra_Leone,Water Pollution,100.00,Very High
Sierra_Leone,Dissatisfaction with Spending Time in the City,87.50,Very High
Sierra_Leone,Dissatisfaction with Green and Parks in the City,87.50,Very High
Singapore,Air Pollution,33.57,Low
Singapore,Drinking Water Pollution and Inaccessibility,13.67,Very Low
Singapore,Dissatisfaction with Garbage Disposal,22.79,Low
Singapore,Dirty and Untidy,18.51,Very Low
Singapore,Noise and Light Pollution,50.16,Moderate
Singapore,Water Pollution,24.01,Low
Singapore,Dissatisfaction with Spending Time in the City,25.81,Low
Singapore,Dissatisfaction with Green and Parks in the City,19.64,Very Low
Sint_Maarten,Air Pollution,70.83,High
Sint_Maarten,Drinking Water Pollution and Inaccessibility,55.00,Moderate
